,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
253,12,54106034,QA Engineer / Quality Analyst at Tech Scale Up,quality-analyst,2021-09-28T03:54:46Z,We help mining companies do better through leveraging loads of technology and data. Make a meaningful difference with your skills and experience.,Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Eastwood SA 5063,,,MaxMine,False
254,12,54111061,Energy Specialist Consultant,specialist-consultant,2021-09-28T06:40:24Z,Be influential in not only undertaking new consulting projects but also over time growing new business in this area !,"Mining, Resources & Energy",Analysis & Reporting,Full Time,Adelaide,,,Synaco Global Recruitment,Synaco Global Recruitment Pty Ltd,False
255,12,54115009,Resource Planning Officer,planning-officer,2021-09-28T14:04:31Z,Support the ongoing development of our Capacity Management team.,Government & Defence,Government - Federal,Full Time,Adelaide,,"$86,247 to $99,027 + 15.4% Super",Australian Taxation Office,Australian Taxation Office,False
256,12,53930266,Systems/Database Trainer,trainer,2021-09-15T06:20:55Z,"This permanent part-time software Trainer position working with NFP organisations across Australia.  As a national position, WFH applies if preferred.",Information & Communication Technology,Database Development & Administration,Part Time,Adelaide,Adelaide SA 5000,$60-70K p.a. Pro rata + 10% super + bonus,Community Data Solutions,Community Data Solutions,False
257,12,54194755,Software Asset Management Specialist,asset-management-specialist,2021-10-04T23:00:40Z,Bring your Software Asset Management (SAM) specialist skills to South Australia’s largest vocational education and training provider.,Education & Training,Other,Full Time,Adelaide,Regency Park SA 5010,,TAFE SA,TAFE SA,False
258,12,54144939,IT Change Coordinator,change-coordinator,2021-09-30T03:43:08Z,Data Action (DA) has over 30 years' experience as a specialist software and services provider to the banking and financial services industries.,Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,,,Data Action,Data Action,False
259,12,54274937,Digital Marketing Specialist,digital-marketing-specialist,2021-10-08T06:30:37Z,"Work within a collaborative, supportive and enthusiastic team as a Digital Marketing Specialist for a leading local not-for-profit organisation!",Marketing & Communications,Digital & Search Marketing,Part Time,Adelaide,,,Health Partners,Health Partners,False
260,12,54295315,Rolling Recruitment - Cyber Careers,recruitment,2021-10-11T03:14:08Z,The Australian Signals Directorate is seeking to fill a number of ASD4-6 positions within the agency.,Information & Communication Technology,Other,Full Time,Adelaide,Adelaide SA 5000,"$69,811 - $95,873 (plus 15.4% superannuation)",Australian Department of Defence,Australian Signals Directorate,False
261,12,54258009,"Professional, Client Implementation",,2021-10-07T23:03:32Z,The Client Implementation team is responsible for on-boarding Corporate Clients onto CoreLogic’s Banking and Finance platforms.,Call Centre & Customer Service,Management & Support,Full Time,Adelaide,Adelaide SA 5000,,CoreLogic,CoreLogic,False
262,12,54204350,Enablement Specialist,specialist,2021-10-05T04:08:12Z,"This role is responsible for delivering projects and initiatives that drive systemic change and integrate all aspects of culture, diversity, inclusion",Human Resources & Recruitment,Organisational Development,Full Time,Adelaide,Adelaide SA 5000,AU$102k - AU$111k plus up to 15.4% superannuation,CSIRO,CSIRO,False
263,12,54213751,Senior Advisor – Business Case / Economics - Adelaide,adviser,2021-10-05T21:38:48Z,We have an exciting opportunity to someone to join our growing Business Case and Economics Advisory team in Adelaide. New position due to growth.,Consulting & Strategy,Strategy & Planning,Full Time,Adelaide,,,GHD,GHD Pty Ltd,False
264,13,53941003,Microsoft BI / Analytics Consultant,business-intelligence-analytics-consultant,2021-09-16T01:31:49Z,"Australian Citizenship ESSENTIAL. Leverage your expert skills and enterprise experience with MSBI, Power BI, SQL Server, Azure data tools... and more!",Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,,up to $140K pkg (inc super) dep. on exp.,DWS,DWS Limited,False
265,13,54029608,Digital Advertising Internships and Graduate Positions at RQmedia,,2021-09-22T04:57:22Z,Summer Internships & Graduate roles - start date flexible depending on your exams. Upskill your digital knowledge to kick-start your career.,"Advertising, Arts & Media",Other,Full Time,Adelaide,Adelaide SA 5000,,Dynamic Creative,Dynamic Creative,False
266,13,54256840,"Graduate Horticultural Research Agronomist, Adelaide",research-agronomist,2021-10-07T22:22:50Z,A great opportunity for anyone wishing to start their career in horticultural research. Be part of a great company who values your efforts.,"Farming, Animals & Conservation",Horticulture,Full Time,Adelaide,,,Kalyx Australia,Kalyx Australia,False
267,13,54214755,Test Analyst,testing-analyst,2021-10-05T22:30:50Z,"With the announcement of an exciting partnership strategy, the hummgroup is looking to establish a technical squad to support both businesses.",Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,Humm Group,Humm Group Limited,False
268,13,53830824,Senior Oracle / SQL Developer,sql-developer,2021-09-08T06:42:38Z,"Are you a self-motivated professional with MS SQL & Oracle exp, strong problem solving & analytical skills? We want to hear from you!",Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,,DXC Technology,DXC Technology Australia & New Zealand,False
269,13,54242837,Test Analyst,testing-analyst,2021-10-07T02:13:15Z,Join a supportive team to execute testing for our bank’s web applications. Help enhance our services for our valued customers.,Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,,Permanent salary (base plus super plus benefits),Bendigo & Adelaide Bank,Bendigo and Adelaide Bank,False
270,13,54165779,Costing & Presales Consultant (Health/Clinical Costing),presales-consultant,2021-10-01T03:53:26Z,Changing communities for the better starts with you!  Join us on our mission to change the world.,Healthcare & Medical,Medical Administration,Full Time,Adelaide,,,Civica,Civica International Pty Ltd,False
271,13,54006533,Commercial Asset Finance Credit Analyst,credit-analyst,2021-09-21T02:39:57Z,"We are seeking an analyst with strong commercial credit capabilities, and a passion for achieving financial approvals for our clients.",Banking & Financial Services,Credit,Full Time,Adelaide,Kent Town SA 5067,,,Private Advertiser,True
272,13,54124732,Workforce Software Specialist,software-specialist,2021-09-29T03:16:00Z,Workforce Management Specialist,Information & Communication Technology,Engineering - Software,Full Time,Adelaide,Adelaide SA 5000,"$75,000 - $84,999",,H&L Australia Pty Ltd,False
273,13,54229011,Graduate - Finance,finance,2021-10-06T06:02:23Z,24 month contract for a Finance Graduate based in Adelaide,Accounting,Management Accounting & Budgeting,Full Time,Adelaide,Adelaide SA 5000,A leader in sustainability and renewable resources,Cleanaway,Cleanaway Operations Pty Ltd,False
274,13,54207051,Applications Integration Lead,integration-lead,2021-10-05T05:26:38Z,Exciting opportunity to play a lead role in Stratco's major transformation program. Join our high performing team.,Information & Communication Technology,Management,Full Time,Adelaide,Gepps Cross SA 5094,,Stratco,Stratco,False
275,13,54157047,"DIRECTOR, ECONOMIC STRATEGY",director,2021-09-30T23:31:19Z,Provide leadership and high quality economic and strategic advice on key issues that affect South Australia’s future prosperity.,Consulting & Strategy,Analysts,Full Time,Adelaide,Adelaide SA 5000,,Department of the Premier & Cabinet SA,Department of the Premier and Cabinet,False
276,13,53936715,Team Leader Master Data,team-leader,2021-09-15T23:04:10Z,Come and bring your analytical skills and leadership qualities to Santos in the exciting role!,"Manufacturing, Transport & Logistics",Team Leaders/Supervisors,Full Time,Adelaide,,,Santos,Santos Ltd,False
277,13,54275427,Permanent Part-Time Customer Service Opportunities!,customer-service-role,2021-10-08T06:46:21Z,3 days per week! In this critical role you will provide essential services to the Australian public.,Administration & Office Support,Administrative Assistants,Part Time,Adelaide,,Base Salary + Super + Employee Benefits,Datacom,Datacom,False
278,13,54150841,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T06:57:58Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
279,13,53936714,Team Leader Master Data,team-leader,2021-09-15T23:04:10Z,Come and bring your analytical skills and leadership qualities to Santos in the exciting role!,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Full Time,Adelaide,,,Santos,Santos Ltd,False
280,13,53982871,Principal Financial Accounting Analyst,accounting-analyst,2021-09-20T00:36:55Z,Raytheon Australia is seeking an experienced Principal Financial Accounting Analyst to join our team based in either Canberra or Adelaide.,Accounting,Financial Accounting & Reporting,Full Time,Adelaide,Mawson Lakes SA 5095,,Raytheon Australia,Raytheon Australia,False
281,13,54279898,Digital Advertising Team Leader - $120k - $150k OTE,advertising-team-leader,2021-10-09T03:25:57Z,Be a business within a business - all the benefits and none of the risks Unlimited earnings potential Work from home lifestyle,Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,Adelaide SA 5000,,,SLAM Strategy,False
282,13,54273972,National Technology Coordinator,technology-coordinator,2021-10-08T06:03:01Z,"Disaster Relief Australia is looking for a talented ITS professional to fill a temporary, part-time position based out of our National Support Centre.",Information & Communication Technology,Management,Part Time,Adelaide,Adelaide SA 5000,,,Disaster Relief Australia,False
283,13,54151690,Coordinators - Operational Science and Technology (Several Roles),coordinator,2021-09-30T07:28:40Z,"The Operational Technology portfolio provides end to end solutions, advice, cyber security and infrastructure that underpins AFP activities.",Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time,Adelaide,Adelaide SA 5000,"$150,339 - $198,377 per annum, plus 15.4% super",Australian Federal Police,AUSTRALIAN FEDERAL POLICE,False
284,13,54187663,Product Owner,product-owner,2021-10-04T04:16:22Z,"Join as a Product Owner at Tic:Toc. Work as a team to build Fintech products and solve problems for our customers, partners and stakeholders",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,Attractive Rumuneration + Employee Share Plans,TicToc Online,TicToc Online Pty Ltd,False
285,13,54016780,Senior Finance Analyst,financial-analyst,2021-09-21T09:30:14Z,Excellent new role available to join our finance team at Athol Park. Looking after both SA and WA. Opportunities for future career growth.,Accounting,Financial Accounting & Reporting,Full Time,Adelaide,Athol Park SA 5012,,Opal,Opal Packaging Australia,False
